id	id_jln_bdg	bobot
1209311906	jln_0176	0.298355836
1209311615	jln_0177	1
1209311615	jln_0178	1
1209311615	jln_0179	1
1209312403	jln_0180	1
1209312403	jln_0181	1
1209312403	jln_0182	1
1209312403	jln_0183	1
1209312403	jln_0184	1
1209312403	jln_0185	1
1209312403	jln_0186	1
1209312403	jln_0187	1
1209312403	jln_0188	1
1209312403	jln_0189	1
1209312506	jln_0190	1
1209312506	jln_0191	1
1209312506	jln_0192	1
1209312506	jln_0193	1
1209312125	jln_0194	1
1209312125	jln_0195	1
1209312125	jln_0196	1
1209312125	jln_0197	1
1209312125	jln_0198	1
1209312125	jln_0199	1
1209312125	jln_0200	1
1209312125	jln_0201	1
1209312125	jln_0202	1
1209312125	jln_0203	1
1209311615	jln_0204	0.631948497
1209312411	jln_0204	0.368051503
1209312709	jln_0205	1
1209312713	jln_0206	1
1209311903	jln_0207	1
1209311606	jln_0208	0.079549911
1209311515	jln_0208	0.244455929
1209311611	jln_0208	0.30606302
1209311616	jln_0208	0.369931141
1209312422	jln_0209	0.391572604
1209312423	jln_0209	0.608427396
1209312708	jln_0210	1
1209311616	jln_0211	0.281062247
1209311617	jln_0211	0.540299388
1209311622	jln_0211	0.178638366
1209312407	jln_0212	0.524895474
1209312412	jln_0212	0.475104526
1209311815	jln_0213	0.064916613
1209311820	jln_0213	0.320042944
1209311916	jln_0213	0.615040442
1209311911	jln_0214	0.262233332
1209311916	jln_0214	0.737766668
1209311911	jln_0215	0.152521885
1209311916	jln_0215	0.847478115
1209311916	jln_0216	1
1209311916	jln_0217	1
1209311916	jln_0218	1
1209311916	jln_0219	1
1209311815	jln_0220	0.265193925
1209311820	jln_0220	0.155266412
1209311916	jln_0220	0.579539663
1209311916	jln_0221	1
1209311916	jln_0222	1
1209311916	jln_0223	1
1209311916	jln_0224	1
1209311820	jln_0225	0.243757019
1209311916	jln_0225	0.756242981
1209311820	jln_0226	0.809656963
1209311916	jln_0226	0.190343037
1209311609	jln_0227	1
1209311609	jln_0228	1
1209312418	jln_0229	0.160369661
1209312419	jln_0229	0.359268334
1209312420	jln_0229	0.02589677
1209312423	jln_0229	0.454465235
1209312423	jln_0230	0.995102532
1209312418	jln_0231	0.104605746
1209312419	jln_0231	0.826047211
1209312423	jln_0231	0.069347043
1209311918	jln_0232	0.731349025
1209311919	jln_0232	0.268650975
1209312423	jln_0233	0.191604006
1209312424	jln_0233	0.494885421
1209312703	jln_0233	0.313510572
1209312423	jln_0234	0.694038525
1209312703	jln_0234	0.304084879
1209311616	jln_0235	0.894100791
1209311617	jln_0235	0.105899209
1209311612	jln_0236	0.771221948
1209311617	jln_0236	0.228778052
1209312810	jln_0237	0.346402886
1209312906	jln_0237	0.653597114
1209312423	jln_0238	1
1209311623	jln_0239	1
1209311620	jln_0240	1
1209311914	jln_0241	0.999779633
1209311915	jln_0242	1
1209312403	jln_0243	0.554450775
1209311913	jln_0243	0.445549225
1209312403	jln_0244	1
1209312403	jln_0245	1
1209312403	jln_0246	1
1209312403	jln_0247	1
1209311909	jln_0248	1
1209312403	jln_0249	1
1209312403	jln_0250	1
1209311906	jln_0251	1
1209311906	jln_0252	1
1209311906	jln_0253	1
1209311906	jln_0254	0.738585903
1209311911	jln_0254	0.261414097
1209311906	jln_0255	0.830004412
1209311911	jln_0255	0.169995588
1209311906	jln_0256	0.278716962
1209311911	jln_0256	0.325977866
1209311912	jln_0256	0.395305172
1209311623	jln_0257	1
1209311904	jln_0258	0.793771687
1209311905	jln_0258	0.206228313
1209312425	jln_0259	1
1209312521	jln_0260	1
1209311618	jln_0261	0.277092584
1209311623	jln_0261	0.70454232
1209311624	jln_0261	0.018365096
1209311623	jln_0262	0.623397775
1209311903	jln_0262	0.376602225
1209311623	jln_0263	1
1209311905	jln_0264	0.487192321
1209311909	jln_0264	0.116446489
1209311910	jln_0264	0.39636119
1209311804	jln_0265	1
1209311924	jln_0266	0.152729535
1209311925	jln_0266	0.847270497
1209311924	jln_0267	0.515662508
1209311925	jln_0267	0.484337492
1209311905	jln_0268	1
1209312411	jln_0269	1
1209312425	jln_0270	0.780849067
1209312705	jln_0270	0.219150933
1209312425	jln_0271	1
1209312425	jln_0272	1
1209312420	jln_0273	0.248018154
1209312425	jln_0273	0.751981846
1209312425	jln_0274	1
1209312425	jln_0275	1
1209312425	jln_0276	1
1209312425	jln_0277	1
1209312425	jln_0278	1
1209312425	jln_0279	1
1209312425	jln_0280	1
1209312425	jln_0281	0.648565297
1209312521	jln_0281	0.318087786
1209312705	jln_0281	0.033346918
1209312422	jln_0282	0.359678062
1209312702	jln_0282	0.640321938
1209311620	jln_0283	1
1209311615	jln_0284	0.33461513
1209311620	jln_0284	0.66538487
1209311615	jln_0285	0.143340203
1209311620	jln_0285	0.856659797
1209312125	jln_0286	1
1209312125	jln_0287	1
1209311902	jln_0288	0.195832081
1209311907	jln_0288	0.804167919
1209312425	jln_0289	1
1209312424	jln_0290	0.195049295
1209312425	jln_0290	0.804950705
1209311918	jln_0291	1
1209311622	jln_0292	1
1209311619	jln_0293	0.364655079
1209311624	jln_0293	0.623635721
1209311625	jln_0294	1
1209311901	jln_0295	0.558484881
1209311906	jln_0295	0.441515119
1209311617	jln_0296	1
1209311618	jln_0297	1
1209312522	jln_0298	1
1209312707	jln_0299	1
1209312424	jln_0300	1
1209312711	jln_0301	1
1209312711	jln_0302	1
1209312711	jln_0303	1
1209312711	jln_0304	1
1209312711	jln_0305	1
1209312711	jln_0306	0.918696164
1209312712	jln_0306	0.081303836
1209312711	jln_0307	1
1209312711	jln_0308	0.390191034
1209312712	jln_0308	0.609808966
1209312711	jln_0309	1
1209312711	jln_0310	1
1209312711	jln_0311	1
1209312711	jln_0312	0.745764024
1209312712	jln_0312	0.254235976
1209312711	jln_0313	0.939165147
1209312712	jln_0313	0.060834853
1209312711	jln_0314	1
1209312711	jln_0315	1
1209312402	jln_0316	1
1209312401	jln_0317	0.231032242
1209312402	jln_0317	0.768967758
1209312402	jln_0318	1
1209312401	jln_0319	0.444104766
1209312402	jln_0319	0.555895234
1209312401	jln_0320	0.564525935
1209312402	jln_0320	0.435474065
1209312401	jln_0321	0.10492728
1209312402	jln_0321	0.89507272
1209311519	jln_0322	1
1209311519	jln_0323	1
1209312121	jln_0324	1
1209312122	jln_0325	0.47477649
1209312402	jln_0325	0.52522351
1209312121	jln_0326	1
1209312121	jln_0327	1
1209312121	jln_0328	1
1209312121	jln_0329	1
1209312121	jln_0330	1
1209312121	jln_0331	1
1209312121	jln_0332	1
1209312121	jln_0333	1
1209311605	jln_0334	0.145085767
1209312401	jln_0334	0.839950605
1209311605	jln_0335	0.426998439
1209312401	jln_0335	0.573001561
1209311605	jln_0336	0.496451133
1209312401	jln_0336	0.503548867
1209312401	jln_0337	1
1209312401	jln_0338	1
1209312401	jln_0339	1
1209311605	jln_0340	0.662907388
1209312401	jln_0340	0.337092612
1209312401	jln_0341	1
1209311605	jln_0342	0.045280494
1209312401	jln_0342	0.954719506
1209312121	jln_0343	0.046451864
1209312401	jln_0343	0.945970725
1209311325	jln_0344	0.225663539
1209312121	jln_0344	0.300206032
1209311605	jln_0344	0.474130429
1209312121	jln_0345	0.159833866
1209312401	jln_0345	0.840166134
1209312121	jln_0346	1
1209312121	jln_0347	1
1209312401	jln_0348	1
1209312401	jln_0349	1
1209312121	jln_0350	0.423484741
1209312401	jln_0350	0.576515259
1209312401	jln_0351	1
1209312121	jln_0352	0.237936964
1209312401	jln_0352	0.762063036
1209312121	jln_0353	0.299695672
1209312401	jln_0353	0.700304328
1209312401	jln_0354	1
1209312403	jln_0355	1
1209312221	jln_0356	1
1209312221	jln_0357	1
1209312221	jln_0358	1
1209312221	jln_0359	1
1209312221	jln_0360	1
1209312221	jln_0361	1
1209312221	jln_0362	1
1209312221	jln_0363	1
1209312425	jln_0364	1
1209312221	jln_0365	1
1209311905	jln_0366	1
1209312801	jln_0367	0.072034501
1209312802	jln_0367	0.615771972
1209312806	jln_0367	0.312193527
1209311620	jln_0368	0.501306698
1209312416	jln_0368	0.498693302
1209312513	jln_0369	1
1209311907	jln_0370	1
1209312707	jln_0371	0.739315329
1209312708	jln_0371	0.031854124
1209312713	jln_0371	0.228830548
1209312707	jln_0372	0.108940295
1209312708	jln_0372	0.891059705
1209312707	jln_0373	0.049777558
1209312708	jln_0373	0.950222442
1209311617	jln_0374	0.111758536
1209311622	jln_0374	0.888241464
1209311623	jln_0375	1
1209311622	jln_0376	0.355642557
1209311623	jln_0376	0.644357443
1209311904	jln_0377	0.570004679
1209311905	jln_0377	0.429995321
1209312701	jln_0378	0.713673303
1209312702	jln_0378	0.017550182
1209312706	jln_0378	0.266549199
1209313310	jln_0379	1
1209311615	jln_0380	1
1209311620	jln_0381	1
1209312721	jln_0382	1
1209311615	jln_0383	0.98777782
1209311620	jln_0383	0.01222218
1209311615	jln_0384	1
1209311912	jln_0385	1
1209311912	jln_0386	0.82721455
1209311917	jln_0386	0.17278545
1209311912	jln_0387	1
1209311901	jln_0388	0.047671201
1209311902	jln_0388	0.770906424
1209311906	jln_0388	0.181422375
1209312506	jln_0389	1
1209312407	jln_0390	0.14780562
1209312412	jln_0390	0.656755142
1209312417	jln_0390	0.195439239
1209312703	jln_0391	0.215376702
1209312707	jln_0391	0.553243759
1209312708	jln_0391	0.231379538
1209312411	jln_0392	1
1209311920	jln_0393	0.067404914
1209311925	jln_0393	0.734608351
1209312721	jln_0393	0.197986735
1209311613	jln_0394	0.10613464
1209311614	jln_0394	0.426317122
1209311615	jln_0394	0.467548238
1209311804	jln_0395	0.630726317
1209311809	jln_0395	0.369273683
1209312701	jln_0396	0.98811918
1209312425	jln_0397	1
1209312410	jln_0398	1
1209311322	jln_0399	1.000000005
1209311322	jln_0400	1
1209311608	jln_0401	1
1209312409	jln_0402	0.258343067
1209312410	jln_0402	0.741656933
1209312409	jln_0403	1
1209312409	jln_0404	1
1209312410	jln_0405	1
1209312410	jln_0406	1
1209312410	jln_0407	1
1209312410	jln_0408	1
1209312410	jln_0409	1
1209312409	jln_0410	1
1209312415	jln_0411	1
1209312424	jln_0412	1
1209311619	jln_0413	0.325862261
1209311620	jln_0413	0.674137739
1209312702	jln_0414	1
1209312424	jln_0415	1
1209312716	jln_0416	0.971718788
1209312717	jln_0416	0.028281212
1209312711	jln_0417	0.160144364
1209312716	jln_0417	0.152087675
1209312717	jln_0417	0.687767961
1209312425	jln_0418	1
1209312713	jln_0419	0.727580716
1209312718	jln_0419	0.272419284
1209311612	jln_0420	0.143989515
1209311617	jln_0420	0.856010485
1209311519	jln_0421	1
1209312711	jln_0422	0.279218892
1209312716	jln_0422	0.720781108
1209311612	jln_0423	1
1209312521	jln_0424	1
1209312521	jln_0425	1
1209312521	jln_0426	1
1209312411	jln_0427	1
1209311915	jln_0428	1
1209312411	jln_0429	0.896990014
1209312412	jln_0429	0.103009986
1209311321	jln_0430	0.327439633
1209311322	jln_0430	0.410078422
1209311601	jln_0430	0.262481945
1209311918	jln_0431	1
1209312707	jln_0432	1
1209311620	jln_0433	1
1209312521	jln_0434	1
1209311918	jln_0435	1
1209311624	jln_0436	0.90631162
1209311904	jln_0436	0.09368838
1209312701	jln_0437	0.27110525
1209311910	jln_0437	0.472605979
1209312706	jln_0437	0.256288771
1209312424	jln_0438	1
1209312706	jln_0439	0.745059028
1209312707	jln_0439	0.254940972
1209312123	jln_0440	1
1209311611	jln_0441	1
1209311611	jln_0442	1
1209311611	jln_0443	1
1209311611	jln_0444	1
1209311611	jln_0445	1
1209312123	jln_0446	1
1209313302	jln_0447	1
1209313302	jln_0448	1
1209311922	jln_0449	0.538383863
1209313302	jln_0449	0.461616137
1209313301	jln_0450	0.66894075
1209313302	jln_0450	0.33105925
1209313302	jln_0451	1
1209313312	jln_0452	1
1209313312	jln_0453	1
1209313312	jln_0454	1
1209313302	jln_0455	1
1209313302	jln_0456	1
1209313312	jln_0457	1
1209313302	jln_0458	1
1209313302	jln_0459	1
1209313302	jln_0460	1
1209313302	jln_0461	1
1209313302	jln_0462	1
1209312704	jln_0463	1
1209312424	jln_0464	1
1209312424	jln_0465	1
1209312424	jln_0466	1
1209312424	jln_0467	1
1209312424	jln_0468	1
1209312424	jln_0469	1
1209312424	jln_0470	1
1209312424	jln_0471	0.49908922
1209312704	jln_0471	0.50091078
1209312704	jln_0472	1
1209312424	jln_0473	1
1209313305	jln_0474	1
1209313304	jln_0475	0.405787165
1209313305	jln_0475	0.594212835
1209313305	jln_0476	1
1209313303	jln_0477	1
1209313303	jln_0478	1
1209311923	jln_0479	1
1209313308	jln_0480	0.729549733
1209313309	jln_0480	0.077582471
1209313314	jln_0480	0.192867795
1209311923	jln_0481	1
1209313303	jln_0482	1
1209312522	jln_0483	1
1209313305	jln_0484	1
1209312611	jln_0485	1
1209312403	jln_0486	1
1209311917	jln_0487	0.22073966
1209311922	jln_0487	0.77926034
1209313310	jln_0488	0.193575059
1209313315	jln_0488	0.164935266
1209314111	jln_0488	0.641489674
1209313307	jln_0489	1
1209311620	jln_0490	0.603908066
1209311625	jln_0490	0.396091934
1209311620	jln_0491	1
1209311915	jln_0492	1
1209311804	jln_0493	1
1209311624	jln_0494	1
1209311915	jln_0495	1
1209312412	jln_0496	1
1209312406	jln_0497	0.76543708
1209312407	jln_0497	0.23456292
1209312406	jln_0498	1
1209312406	jln_0499	0.458002171
1209312407	jln_0499	0.541997829
1209312406	jln_0500	0.151402791
1209312407	jln_0500	0.848597209
1209312407	jln_0501	1
1209312412	jln_0502	1
1209311509	jln_0503	0.196477216
1209311510	jln_0503	0.419663525
1209311606	jln_0503	0.243102613
1209311514	jln_0503	0.140756646
1209311510	jln_0504	0.007425087
1209311515	jln_0504	0.992574913
1209311510	jln_0505	0.271233408
1209311515	jln_0505	0.728766592
1209311510	jln_0506	1
1209311509	jln_0507	0.420566298
1209311510	jln_0507	0.579433702
1209311805	jln_0508	1
1209312902	jln_0509	0.126643216
1209312903	jln_0509	0.024264294
1209312907	jln_0509	0.092249053
1209312908	jln_0509	0.571804977
1209312909	jln_0509	0.18503846
1209311917	jln_0510	0.706187413
1209311918	jln_0510	0.293812587
1209312423	jln_0511	1
1209312701	jln_0512	0.852631151
1209312706	jln_0512	0.147368849
1209312421	jln_0513	1
1209312416	jln_0514	0.967400901
1209312421	jln_0514	0.032599099
1209312421	jln_0515	0.355766152
1209312701	jln_0515	0.644233848
1209311618	jln_0516	1
1209311622	jln_0517	0.676987217
1209311623	jln_0517	0.323012783
1209311602	jln_0518	1
1209312421	jln_0519	0.578282177
1209312422	jln_0519	0.421717823
1209312425	jln_0520	1
1209312705	jln_0521	1
1209312705	jln_0522	1
1209312425	jln_0523	0.392352545
1209312705	jln_0523	0.607647455
1209312705	jln_0524	1
1209312425	jln_0525	0.585568302
1209312705	jln_0525	0.414431698
1209312705	jln_0526	1
1209312705	jln_0527	1
1209312425	jln_0528	0.452791322
1209312705	jln_0528	0.547208678
1209312716	jln_0529	1
1209312716	jln_0530	1
1209312716	jln_0531	1
1209311910	jln_0532	1
1209312716	jln_0533	1
1209312716	jln_0534	1
1209312716	jln_0535	1
1209312716	jln_0536	1
1209312716	jln_0537	1
1209312716	jln_0538	1
1209312716	jln_0539	1
1209312716	jln_0540	1
1209312716	jln_0541	1
1209312716	jln_0542	1
1209312716	jln_0543	1
1209312716	jln_0544	1
1209311910	jln_0545	0.445664242
1209312706	jln_0545	0.554335758
1209313304	jln_0546	1
1209311820	jln_0547	0.821903185
1209311825	jln_0547	0.178096815
1209311820	jln_0548	0.620120453
1209311825	jln_0548	0.379879547
1209311820	jln_0549	1
1209311504	jln_0550	0.182598104
1209311505	jln_0550	0.446656737
1209311601	jln_0550	0.060914976
1209311508	jln_0550	0.074316987
1209311509	jln_0550	0.233092108
1209311503	jln_0551	0.719247878
1209311508	jln_0551	0.280752122
1209311505	jln_0552	0.954333982
1209311510	jln_0552	0.045666018
1209311624	jln_0553	0.848832995
1209311904	jln_0553	0.151166861
1209311624	jln_0554	1
1209312702	jln_0555	0.250147949
1209312710	jln_0555	0.749852051
1209312424	jln_0556	0.873657302
1209312425	jln_0556	0.126342698
1209312424	jln_0557	1
1209312424	jln_0558	1
1209312424	jln_0559	1
1209312424	jln_0560	1
1209312424	jln_0561	1
1209312424	jln_0562	1
1209312424	jln_0563	1
1209312424	jln_0564	1
1209312424	jln_0565	0.828907001
1209312704	jln_0565	0.171092999
1209312424	jln_0566	1
1209312424	jln_0567	0.949622763
1209312704	jln_0567	0.050377237
1209312424	jln_0568	1
1209312424	jln_0569	0.792916212
1209312704	jln_0569	0.207083788
1209312702	jln_0570	0.719805979
1209312707	jln_0570	0.280194021
1209311903	jln_0571	0.788829883
1209311908	jln_0571	0.211170117
1209311513	jln_0572	0.141454729
1209311514	jln_0572	0.318864508
1209312802	jln_0572	0.066757336
1209312807	jln_0572	0.472923427
1209312802	jln_0573	0.151375321
1209312803	jln_0573	0.617835554
1209312808	jln_0573	0.230789125
1209313312	jln_0574	1
1209313312	jln_0575	1
1209312505	jln_0576	0.196230746
1209312510	jln_0576	0.803769254
1209312414	jln_0577	0.393980878
1209312419	jln_0577	0.606019122
1209312409	jln_0578	1
1209312409	jln_0579	0.056794164
1209312414	jln_0579	0.943205836
1209312621	jln_0580	0.304529888
1209312622	jln_0580	0.351274917
1209312902	jln_0580	0.344195194
1209311920	jln_0581	1
1209311925	jln_0582	1
1209311925	jln_0583	1
1209312721	jln_0584	1
1209312716	jln_0585	0.344088751
1209312721	jln_0585	0.655911249
1209312716	jln_0586	0.276205835
1209313305	jln_0586	0.596634681
1209314101	jln_0586	0.026406766
1209314106	jln_0586	0.100752718
1209312716	jln_0587	0.968802067
1209312721	jln_0587	0.031197933
1209312716	jln_0588	0.011238445
1209312721	jln_0588	0.988761555
1209312716	jln_0589	1
1209312716	jln_0590	1
1209312716	jln_0591	1
1209312721	jln_0592	0.96912196
1209314101	jln_0592	0.03087804
1209312903	jln_0593	0.436636157
1209312908	jln_0593	0.34382261
1209312909	jln_0593	0.219541233
1209311508	jln_0594	0.346046103
1209311512	jln_0594	0.078638242
1209311513	jln_0594	0.481998422
1209311514	jln_0594	0.093317233
1209311507	jln_0595	0.188584083
1209311512	jln_0595	0.500691168
1209311513	jln_0595	0.310724749
1209311618	jln_0596	1
1209312702	jln_0597	0.603511016
1209312707	jln_0597	0.396488984
1209311905	jln_0598	0.065244593
1209311910	jln_0598	0.934755407
1209311924	jln_0599	0.020544183
1209311925	jln_0599	0.979455817
1209312705	jln_0600	1
1209311920	jln_0601	1
1209311920	jln_0602	1
1209311920	jln_0603	1
1209312406	jln_0604	1
1209312406	jln_0605	1
1209312406	jln_0606	1
1209312406	jln_0607	1
1209312406	jln_0608	1
1209312406	jln_0609	1
1209312124	jln_0610	1
1209312124	jln_0611	1
1209312409	jln_0612	1
1209312124	jln_0613	0.075193887
1209312404	jln_0613	0.924806113
1209312702	jln_0614	1
1209312408	jln_0615	0.39704528
1209312409	jln_0615	0.60295472
1209312408	jln_0616	1
1209312408	jln_0617	1
1209312409	jln_0618	1
1209312425	jln_0619	1
1209312425	jln_0620	0.549858925
1209312521	jln_0620	0.450141075
1209312425	jln_0621	1
1209312425	jln_0622	1
1209312425	jln_0623	1
1209312425	jln_0624	0.947157679
1209312425	jln_0625	0.99073017
1209312425	jln_0626	1
1209312425	jln_0627	1
1209312425	jln_0628	1
1209312424	jln_0629	0.51017134
1209312425	jln_0629	0.109310809
1209312704	jln_0629	0.380517851
1209312704	jln_0630	1
1209312424	jln_0631	0.319579695
1209312704	jln_0631	0.680420305
1209312424	jln_0632	0.363841503
1209312704	jln_0632	0.636158497
1209312424	jln_0633	0.414290772
1209312704	jln_0633	0.585709228
1209312424	jln_0634	0.313064715
1209312704	jln_0634	0.686935285
1209312704	jln_0635	1
1209312704	jln_0636	1
1209312704	jln_0637	1
1209312704	jln_0638	1
1209312704	jln_0639	1
1209312704	jln_0640	1
1209312424	jln_0641	0.243497731
1209312704	jln_0641	0.756502269
1209311619	jln_0642	0.348657956
1209311624	jln_0642	0.008470152
1209311914	jln_0642	0.642680071
